transcript	l_tr	l_utr5	l_cds	l_utr3
YLL042C_mRNA	774	97	501	176
YLL043W_mRNA	2280	97	2007	176
YLL044W_mRNA	717	97	444	176
YLL045C_mRNA	849	23	768	58
YLL046C_mRNA	1020	97	747	176
YLL047W_mRNA	654	97	381	176
YLL048C_mRNA	5256	97	4983	176
YLL049W_mRNA	810	97	537	176
YLL050C_mRNA	591	25	429	137
YLL051C_mRNA	2397	70	2136	191
YLL052C_mRNA	720	97	447	176
YLL053C_mRNA	729	97	456	176
YLL054C_mRNA	2802	97	2529	176
YLL055W_mRNA	1866	97	1593	176
YLL056C_mRNA	1167	97	894	176
YLL057C_mRNA	1509	97	1236	176
YLL058W_mRNA	1905	90	1725	90
YLL059C_mRNA	777	97	504	176
YLL060C_mRNA	972	97	699	176
YLL061W_mRNA	2022	97	1749	176
YLL062C_mRNA	1178	79	972	127
YLL063C_mRNA	1695	97	1422	176
YLL064C_mRNA	633	97	360	176
YLL065W_mRNA	621	97	348	176
YLL066C_mRNA	3888	97	3615	176
YLL066W-A_mRNA	753	97	480	176
YLL066W-B_mRNA	441	97	168	176
YLL067C_mRNA	3888	97	3615	176
YLL067W-A_mRNA	753	97	480	176
YLR001C_mRNA	2688	43	2586	59
YLR002C_mRNA	2201	50	1989	162
YLR003C_mRNA	1146	97	873	176
YLR004C_mRNA	1842	97	1569	176
YLR005W_mRNA	1628	37	1383	208
YLR006C_mRNA	2409	97	2136	176
YLR007W_mRNA	1098	24	1008	66
YLR008C_mRNA	855	84	504	267
YLR009W_mRNA	924	190	597	137
YLR010C_mRNA	698	11	480	207
YLR011W_mRNA	972	102	573	297
YLR012C_mRNA	570	97	297	176
YLR013W_mRNA	696	97	423	176
YLR014C_mRNA	2985	97	2712	176
YLR015W_mRNA	1588	53	1515	20
YLR016C_mRNA	885	97	612	176
YLR017W_mRNA	1284	97	1011	176
YLR018C_mRNA	1107	85	897	125
YLR019W_mRNA	1751	298	1191	262
YLR020C_mRNA	1817	50	1614	153
YLR021W_mRNA	657	69	537	51
YLR022C_mRNA	1023	97	750	176
YLR023C_mRNA	1902	97	1629	176
YLR024C_mRNA	5889	97	5616	176
YLR025W_mRNA	924	83	720	121
YLR026C_mRNA	1271	115	1020	136
YLR027C_mRNA	1390	28	1254	108
YLR028C_mRNA	2124	217	1773	134
YLR029C_mRNA	793	23	612	158
YLR030W_mRNA	1062	97	789	176
YLR031W_mRNA	831	97	558	176
YLR032W_mRNA	3780	97	3507	176
YLR033W_mRNA	1782	63	1506	213
YLR034C_mRNA	1769	209	1419	141
YLR035C_mRNA	2358	97	2085	176
YLR035C-A_mRNA	3738	97	3465	176
YLR036C_mRNA	826	1	609	216
YLR037C_mRNA	645	97	372	176
YLR038C_mRNA	650	81	249	320
YLR039C_mRNA	3441	97	3168	176
YLR040C_mRNA	893	80	672	141
YLR041W_mRNA	591	97	318	176
YLR042C_mRNA	756	97	483	176
YLR043C_mRNA	556	60	309	187
YLR044C_mRNA	1854	56	1689	109
YLR045C_mRNA	2937	97	2664	176
YLR046C_mRNA	1083	97	810	176
YLR047C_mRNA	2331	97	2058	176
YLR048W_mRNA	1115	94	756	265
YLR049C_mRNA	1629	239	1284	106
YLR050C_mRNA	756	97	483	176
YLR051C_mRNA	760	21	651	88
YLR052W_mRNA	902	30	750	122
YLR053C_mRNA	597	97	324	176
YLR054C_mRNA	2445	97	2172	176
YLR055C_mRNA	2079	97	1806	176
YLR056W_mRNA	1357	96	1095	166
YLR057W_mRNA	2820	97	2547	176
YLR058C_mRNA	1630	54	1407	169
YLR059C_mRNA	1080	97	807	176
YLR060W_mRNA	1962	49	1785	128
YLR061W_mRNA	538	56	363	119
YLR062C_mRNA	648	97	375	176
YLR063W_mRNA	1368	97	1095	176
YLR064W_mRNA	952	46	819	87
YLR065C_mRNA	701	58	543	100
YLR066W_mRNA	717	69	552	96
YLR067C_mRNA	3168	97	2895	176
YLR068W_mRNA	612	42	453	117
YLR069C_mRNA	2476	19	2283	174
YLR070C_mRNA	1341	97	1068	176
YLR071C_mRNA	3519	97	3246	176
YLR072W_mRNA	2203	38	2079	86
YLR073C_mRNA	873	97	600	176
YLR074C_mRNA	680	74	498	108
YLR075W_mRNA	885	85	663	137
YLR076C_mRNA	693	97	420	176
YLR077W_mRNA	1955	27	1749	179
YLR078C_mRNA	895	83	732	80
YLR079W_mRNA	1125	97	852	176
YLR080W_mRNA	1434	18	1332	84
YLR081W_mRNA	2119	145	1722	252
YLR082C_mRNA	1449	97	1176	176
YLR083C_mRNA	2274	97	2001	176
YLR084C_mRNA	3933	97	3660	176
YLR085C_mRNA	1469	49	1314	106
YLR086W_mRNA	4527	97	4254	176
YLR087C_mRNA	9147	97	8874	176
YLR088W_mRNA	2057	42	1842	173
YLR089C_mRNA	2189	202	1776	211
YLR090W_mRNA	1650	97	1377	176
YLR091W_mRNA	1152	97	879	176
YLR092W_mRNA	2952	97	2679	176
YLR093C_mRNA	1081	88	759	234
YLR094C_mRNA	1708	80	1506	122
YLR095C_mRNA	2521	29	2436	56
YLR096W_mRNA	3714	97	3441	176
YLR097C_mRNA	1305	97	1032	176
YLR098C_mRNA	2160	68	1944	148
YLR099C_mRNA	1455	97	1182	176
YLR099W-A_mRNA	399	68	261	70
YLR100W_mRNA	1165	35	1041	89
YLR101C_mRNA	666	97	393	176
YLR102C_mRNA	1068	97	795	176
YLR103C_mRNA	2223	97	1950	176
YLR104W_mRNA	497	40	393	64
YLR105C_mRNA	1233	10	1131	92
YLR106C_mRNA	15003	97	14730	176
YLR107W_mRNA	1336	23	1212	101
YLR108C_mRNA	1728	97	1455	176
YLR109W_mRNA	821	200	528	93
YLR110C_mRNA	611	58	399	154
YLR111W_mRNA	603	97	330	176
YLR112W_mRNA	618	43	417	158
YLR113W_mRNA	1582	146	1305	131
YLR114C_mRNA	2428	65	2292	71
YLR115W_mRNA	2752	24	2577	151
YLR116W_mRNA	1701	97	1428	176
YLR117C_mRNA	2334	97	2061	176
YLR118C_mRNA	828	62	681	85
YLR119W_mRNA	912	97	639	176
YLR120C_mRNA	2210	113	1707	390
YLR120W-A_mRNA	372	97	99	176
YLR121C_mRNA	1668	21	1524	123
YLR122C_mRNA	648	97	375	176
YLR123C_mRNA	600	97	327	176
YLR124W_mRNA	615	97	342	176
YLR125W_mRNA	681	97	408	176
YLR126C_mRNA	1026	97	753	176
YLR127C_mRNA	2832	97	2559	176
YLR128W_mRNA	1080	97	807	176
YLR129W_mRNA	3102	97	2829	176
YLR130C_mRNA	1507	195	1266	46
YLR131C_mRNA	2583	97	2310	176
YLR132C_mRNA	1143	97	870	176
YLR133W_mRNA	1889	74	1746	69
YLR134W_mRNA	1962	97	1689	176
YLR135W_mRNA	2517	97	2244	176
YLR136C_mRNA	1128	97	855	176
YLR137W_mRNA	1153	7	1101	45
YLR138W_mRNA	3228	97	2955	176
YLR139C_mRNA	2111	22	1929	160
YLR140W_mRNA	597	97	324	176
YLR141W_mRNA	1362	97	1089	176
YLR142W_mRNA	1701	97	1428	176
YLR143W_mRNA	2284	28	2055	201
YLR144C_mRNA	2610	97	2337	176
YLR145W_mRNA	876	97	603	176
YLR146C_mRNA	1019	30	900	89
YLR146W-A_mRNA	284	9	186	89
YLR147C_mRNA	464	36	303	125
YLR148W_mRNA	2902	11	2754	137
YLR149C_mRNA	2463	97	2190	176
YLR149C-A_mRNA	357	97	84	176
YLR150W_mRNA	1207	157	819	231
YLR151C_mRNA	1390	1	1020	369
YLR152C_mRNA	1984	155	1728	101
YLR153C_mRNA	2442	123	2049	270
YLR154C_mRNA	475	69	330	76
YLR154C-G_mRNA	420	97	147	176
YLR154C-H_mRNA	402	97	129	176
YLR154W-A_mRNA	456	97	183	176
YLR154W-B_mRNA	435	97	162	176
YLR154W-C_mRNA	645	97	372	176
YLR154W-E_mRNA	474	97	201	176
YLR154W-F_mRNA	411	97	138	176
YLR155C_mRNA	1359	97	1086	176
YLR156C-A_mRNA	402	97	129	176
YLR156W_mRNA	615	97	342	176
YLR157C_mRNA	1359	97	1086	176
YLR157C-C_mRNA	402	97	129	176
YLR157W-D_mRNA	483	97	210	176
YLR157W-E_mRNA	435	97	162	176
YLR158C_mRNA	1359	97	1086	176
YLR159C-A_mRNA	402	97	129	176
YLR159W_mRNA	615	97	342	176
YLR160C_mRNA	1359	97	1086	176
YLR161W_mRNA	615	97	342	176
YLR162W_mRNA	627	97	354	176
YLR162W-A_mRNA	459	97	186	176
YLR163C_mRNA	1584	51	1386	147
YLR163W-A_mRNA	384	97	111	176
YLR164W_mRNA	768	160	504	104
YLR165C_mRNA	1035	97	762	176
YLR166C_mRNA	2715	36	2613	66
YLR167W_mRNA	708	92	456	160
YLR168C_mRNA	963	97	690	176
YLR169W_mRNA	624	97	351	176
YLR170C_mRNA	772	47	468	257
YLR171W_mRNA	660	97	387	176
YLR172C_mRNA	1072	33	900	139
YLR173W_mRNA	2097	97	1824	176
YLR174W_mRNA	1509	97	1236	176
YLR175W_mRNA	1735	85	1449	201
YLR176C_mRNA	2706	97	2433	176
YLR177W_mRNA	2008	49	1884	75
YLR178C_mRNA	930	97	657	176
YLR179C_mRNA	804	83	603	118
YLR180W_mRNA	1527	125	1146	256
YLR181C_mRNA	1179	85	990	104
YLR182W_mRNA	2580	47	2409	124
YLR183C_mRNA	1686	47	1467	172
YLR184W_mRNA	618	97	345	176
YLR185W_mRNA	455	72	264	119
YLR186W_mRNA	1029	97	756	176
YLR187W_mRNA	3351	97	3078	176
YLR188W_mRNA	2304	78	2085	141
YLR189C_mRNA	3867	97	3594	176
YLR190W_mRNA	2260	378	1473	409
YLR191W_mRNA	1312	44	1158	110
YLR192C_mRNA	1120	106	795	219
YLR193C_mRNA	770	59	525	186
YLR194C_mRNA	1035	97	762	176
YLR195C_mRNA	1638	97	1365	176
YLR196W_mRNA	1944	81	1728	135
YLR197W_mRNA	1752	51	1512	189
YLR198C_mRNA	630	97	357	176
YLR199C_mRNA	1101	97	828	176
YLR200W_mRNA	615	97	342	176
YLR201C_mRNA	1053	97	780	176
YLR202C_mRNA	597	97	324	176
YLR203C_mRNA	1581	97	1308	176
YLR204W_mRNA	490	30	333	127
YLR205C_mRNA	1224	97	951	176
YLR206W_mRNA	2112	97	1839	176
YLR207W_mRNA	2624	64	2499	61
YLR208W_mRNA	1386	116	891	379
YLR209C_mRNA	1034	34	933	67
YLR210W_mRNA	1634	78	1380	176
YLR211C_mRNA	1078	58	678	342
YLR212C_mRNA	1600	53	1419	128
YLR213C_mRNA	1539	97	1266	176
YLR214W_mRNA	2335	143	2058	134
YLR215C_mRNA	1246	50	1080	116
YLR216C_mRNA	1386	97	1113	176
YLR217W_mRNA	594	97	321	176
YLR218C_mRNA	723	97	450	176
YLR219W_mRNA	2457	97	2184	176
YLR220W_mRNA	1239	97	966	176
YLR221C_mRNA	919	45	660	214
YLR222C_mRNA	2583	19	2451	113
YLR222C-A_mRNA	501	97	228	176
YLR223C_mRNA	3528	97	3255	176
YLR224W_mRNA	1578	332	1107	139
YLR225C_mRNA	1494	97	1221	176
YLR226W_mRNA	1727	36	1185	506
YLR227C_mRNA	1752	97	1479	176
YLR228C_mRNA	2715	97	2442	176
YLR229C_mRNA	859	219	573	67
YLR230W_mRNA	576	97	303	176
YLR231C_mRNA	1546	64	1359	123
YLR232W_mRNA	618	97	345	176
YLR233C_mRNA	2370	97	2097	176
YLR234W_mRNA	2241	97	1968	176
YLR235C_mRNA	669	97	396	176
YLR236C_mRNA	594	97	321	176
YLR237W_mRNA	2124	112	1794	218
YLR238W_mRNA	1619	73	1434	112
YLR239C_mRNA	1257	97	984	176
YLR240W_mRNA	2820	33	2625	162
YLR241W_mRNA	2619	97	2346	176
YLR242C_mRNA	1102	80	963	59
YLR243W_mRNA	984	92	816	76
YLR244C_mRNA	1243	23	1161	59
YLR245C_mRNA	699	97	426	176
YLR246W_mRNA	1350	97	1077	176
YLR247C_mRNA	4941	97	4668	176
YLR248W_mRNA	2103	97	1830	176
YLR249W_mRNA	3316	40	3132	144
YLR250W_mRNA	890	53	702	135
YLR251W_mRNA	864	97	591	176
YLR252W_mRNA	576	97	303	176
YLR253W_mRNA	1870	68	1707	95
YLR254C_mRNA	840	97	567	176
YLR255C_mRNA	451	29	351	71
YLR256W_mRNA	4779	97	4506	176
YLR256W-A_mRNA	1593	97	1320	176
YLR257W_mRNA	1418	339	963	116
YLR258W_mRNA	2544	67	2115	362
YLR259C_mRNA	1960	55	1716	189
YLR260W_mRNA	2352	120	2061	171
YLR261C_mRNA	597	97	324	176
YLR262C_mRNA	918	97	645	176
YLR262C-A_mRNA	888	387	192	309
YLR263W_mRNA	2754	97	2481	176
YLR264C-A_mRNA	387	97	114	176
YLR264W_mRNA	907	57	201	649
YLR265C_mRNA	1299	97	1026	176
YLR266C_mRNA	2376	97	2103	176
YLR267W_mRNA	1858	68	1710	80
YLR268W_mRNA	803	48	642	113
YLR269C_mRNA	621	97	348	176
YLR270W_mRNA	1365	106	1050	209
YLR271W_mRNA	1077	149	822	106
YLR272C_mRNA	3801	97	3528	176
YLR273C_mRNA	2217	97	1944	176
YLR274W_mRNA	2473	20	2325	128
YLR275W_mRNA	640	55	330	255
YLR276C_mRNA	1967	96	1782	89
YLR277C_mRNA	2560	157	2337	66
YLR278C_mRNA	4296	97	4023	176
YLR279W_mRNA	660	97	387	176
YLR280C_mRNA	621	97	348	176
YLR281C_mRNA	738	97	465	176
YLR282C_mRNA	612	97	339	176
YLR283W_mRNA	997	1	942	54
YLR284C_mRNA	1113	97	840	176
YLR285C-A_mRNA	441	97	168	176
YLR285W_mRNA	1026	34	783	209
YLR286C_mRNA	2066	231	1686	149
YLR286W-A_mRNA	405	97	132	176
YLR287C_mRNA	1338	97	1065	176
YLR287C-A_mRNA	471	60	189	222
YLR288C_mRNA	1695	97	1422	176
YLR289W_mRNA	2208	97	1935	176
YLR290C_mRNA	1047	28	831	188
YLR291C_mRNA	1347	32	1143	172
YLR292C_mRNA	852	97	579	176
YLR293C_mRNA	965	74	657	234
YLR294C_mRNA	600	97	327	176
YLR295C_mRNA	680	58	372	250
YLR296W_mRNA	597	97	324	176
YLR297W_mRNA	828	149	387	292
YLR298C_mRNA	749	5	693	51
YLR299C-A_mRNA	363	97	90	176
YLR299W_mRNA	2253	97	1980	176
YLR300W_mRNA	1774	113	1344	317
YLR301W_mRNA	910	40	732	138
YLR302C_mRNA	633	97	360	176
YLR303W_mRNA	1489	52	1332	105
YLR304C_mRNA	2607	97	2334	176
YLR305C_mRNA	5973	97	5700	176
YLR306W_mRNA	720	87	564	69
YLR307C-A_mRNA	534	97	261	176
YLR307W_mRNA	1176	97	903	176
YLR308W_mRNA	1209	97	936	176
YLR309C_mRNA	3006	97	2733	176
YLR310C_mRNA	5040	97	4767	176
YLR311C_mRNA	618	97	345	176
YLR312C_mRNA	1467	97	1194	176
YLR312W-A_mRNA	906	34	759	113
YLR313C_mRNA	1863	97	1590	176
YLR314C_mRNA	1764	79	1560	125
YLR315W_mRNA	732	97	459	176
YLR316C_mRNA	1138	60	966	112
YLR317W_mRNA	705	97	432	176
YLR318W_mRNA	2925	97	2652	176
YLR319C_mRNA	2637	97	2364	176
YLR320W_mRNA	4635	97	4362	176
YLR321C_mRNA	1551	97	1278	176
YLR322W_mRNA	585	97	312	176
YLR323C_mRNA	1050	97	777	176
YLR324W_mRNA	1729	67	1569	93
YLR325C_mRNA	712	40	234	438
YLR326W_mRNA	1013	162	720	131
YLR327C_mRNA	553	104	258	191
YLR328W_mRNA	1476	97	1203	176
YLR329W_mRNA	1065	97	792	176
YLR330W_mRNA	2226	55	2013	158
YLR331C_mRNA	648	97	375	176
YLR332W_mRNA	1756	431	1128	197
YLR333C_mRNA	613	110	324	179
YLR334C_mRNA	651	97	378	176
YLR335W_mRNA	2341	82	2160	99
YLR336C_mRNA	2797	41	2697	59
YLR337C_mRNA	2724	97	2451	176
YLR338W_mRNA	1128	97	855	176
YLR339C_mRNA	822	97	549	176
YLR340W_mRNA	1093	69	936	88
YLR341W_mRNA	1704	97	1431	176
YLR342W_mRNA	5901	97	5628	176
YLR342W-A_mRNA	444	97	171	176
YLR343W_mRNA	1938	97	1665	176
YLR344W_mRNA	686	60	381	245
YLR345W_mRNA	1707	71	1527	109
YLR346C_mRNA	576	97	303	176
YLR347C_mRNA	2856	97	2583	176
YLR347W-A_mRNA	411	97	138	176
YLR348C_mRNA	953	19	894	40
YLR349W_mRNA	777	97	504	176
YLR350W_mRNA	880	112	648	120
YLR351C_mRNA	1037	29	873	135
YLR352W_mRNA	2694	97	2421	176
YLR353W_mRNA	2082	97	1809	176
YLR354C_mRNA	1215	72	1005	138
YLR355C_mRNA	1471	87	1185	199
YLR356W_mRNA	909	80	591	238
YLR357W_mRNA	2910	49	2667	194
YLR358C_mRNA	834	97	561	176
YLR359W_mRNA	1679	96	1446	137
YLR360W_mRNA	1557	98	1317	142
YLR361C_mRNA	2007	97	1734	176
YLR361C-A_mRNA	495	38	294	163
YLR362W_mRNA	2297	30	2151	116
YLR363C_mRNA	927	97	654	176
YLR363W-A_mRNA	480	56	255	169
YLR364C-A_mRNA	393	97	120	176
YLR364W_mRNA	428	45	327	56
YLR365W_mRNA	603	97	330	176
YLR366W_mRNA	576	97	303	176
YLR367W_mRNA	560	104	390	66
YLR368W_mRNA	1840	8	1794	38
YLR369W_mRNA	2244	97	1971	176
YLR370C_mRNA	792	51	534	207
YLR371W_mRNA	4341	97	4068	176
YLR372W_mRNA	1374	217	1035	122
YLR373C_mRNA	2976	97	2703	176
YLR374C_mRNA	660	97	387	176
YLR375W_mRNA	1161	37	1029	95
YLR376C_mRNA	858	34	726	98
YLR377C_mRNA	1317	97	1044	176
YLR378C_mRNA	1865	221	1440	204
YLR379W_mRNA	645	97	372	176
YLR380W_mRNA	1498	136	1224	138
YLR381W_mRNA	2472	97	2199	176
YLR382C_mRNA	2955	97	2682	176
YLR383W_mRNA	3615	97	3342	176
YLR384C_mRNA	4320	97	4047	176
YLR385C_mRNA	669	97	396	176
YLR386W_mRNA	2798	45	2640	113
YLR387C_mRNA	1569	97	1296	176
YLR388W_mRNA	393	102	168	123
YLR389C_mRNA	3283	46	3081	156
YLR390W_mRNA	617	202	336	79
YLR390W-A_mRNA	1008	70	714	224
YLR392C_mRNA	1827	97	1554	176
YLR393W_mRNA	1110	97	837	176
YLR394W_mRNA	1719	97	1446	176
YLR395C_mRNA	648	76	234	338
YLR396C_mRNA	2180	48	2073	59
YLR397C_mRNA	2511	32	2340	139
YLR398C_mRNA	4134	97	3861	176
YLR399C_mRNA	2442	46	2058	338
YLR399W-A_mRNA	375	97	102	176
YLR400W_mRNA	744	97	471	176
YLR401C_mRNA	2104	42	2004	58
YLR402W_mRNA	462	97	189	176
YLR403W_mRNA	2322	97	2049	176
YLR404W_mRNA	1128	97	855	176
YLR405W_mRNA	1275	23	1101	151
YLR406C_mRNA	583	54	339	190
YLR406C-A_mRNA	420	97	147	176
YLR407W_mRNA	1137	244	684	209
YLR408C_mRNA	639	97	366	176
YLR409C_mRNA	3090	97	2817	176
YLR410W_mRNA	3711	97	3438	176
YLR411W_mRNA	996	97	723	176
YLR412C-A_mRNA	477	97	204	176
YLR412W_mRNA	1095	97	822	176
YLR413W_mRNA	2237	50	2025	162
YLR414C_mRNA	1016	122	789	105
YLR415C_mRNA	609	97	336	176
YLR416C_mRNA	669	97	396	176
YLR417W_mRNA	1889	102	1698	89
YLR418C_mRNA	1452	97	1179	176
YLR419W_mRNA	4578	97	4305	176
YLR420W_mRNA	1281	105	1092	84
YLR421C_mRNA	732	49	468	215
YLR422W_mRNA	6069	97	5796	176
YLR423C_mRNA	1524	97	1251	176
YLR424W_mRNA	2397	97	2124	176
YLR425W_mRNA	4194	97	3921	176
YLR426W_mRNA	1078	19	978	81
YLR427W_mRNA	2270	94	2010	166
YLR428C_mRNA	615	97	342	176
YLR429W_mRNA	2226	97	1953	176
YLR430W_mRNA	6966	97	6693	176
YLR431C_mRNA	1632	97	1359	176
YLR432W_mRNA	1998	142	1569	287
YLR433C_mRNA	1932	97	1659	176
YLR434C_mRNA	654	97	381	176
YLR435W_mRNA	835	73	615	147
YLR436C_mRNA	4095	97	3822	176
YLR437C_mRNA	667	74	399	194
YLR437C-A_mRNA	498	97	225	176
YLR438C-A_mRNA	514	94	267	153
YLR438W_mRNA	1429	45	1272	112
YLR439W_mRNA	1149	50	957	142
YLR440C_mRNA	2400	97	2127	176
YLR441C_mRNA	1079	44	765	270
YLR442C_mRNA	3207	97	2934	176
YLR443W_mRNA	1617	97	1344	176
YLR444C_mRNA	573	97	300	176
YLR445W_mRNA	837	97	564	176
YLR446W_mRNA	1572	97	1299	176
YLR447C_mRNA	1255	71	1035	149
YLR448W_mRNA	845	67	528	250
YLR449W_mRNA	1297	29	1176	92
YLR450W_mRNA	3379	158	3135	86
YLR451W_mRNA	2931	97	2658	176
YLR452C_mRNA	2367	97	2094	176
YLR453C_mRNA	1458	97	1185	176
YLR454W_mRNA	8157	97	7884	176
YLR455W_mRNA	1185	97	912	176
YLR456W_mRNA	885	97	612	176
YLR457C_mRNA	1230	97	957	176
YLR458W_mRNA	651	97	378	176
YLR459W_mRNA	1275	28	1182	65
YLR460C_mRNA	1401	97	1128	176
YLR461W_mRNA	633	97	360	176
YLR462W_mRNA	879	97	606	176
YLR463C_mRNA	822	97	549	176
YLR464W_mRNA	921	97	648	176
YLR465C_mRNA	579	97	306	176
YLR466C-A_mRNA	753	97	480	176
YLR466C-B_mRNA	387	97	114	176
YLR466W_mRNA	4419	97	4146	176
YLR467C-A_mRNA	753	97	480	176
YLR467W_mRNA	5661	97	5388	176
YML001W_mRNA	824	93	624	107
YML002W_mRNA	2484	97	2211	176
YML003W_mRNA	1143	97	870	176
YML004C_mRNA	1190	27	978	185
YML005W_mRNA	1659	97	1386	176
YML006C_mRNA	2595	97	2322	176
YML007C-A_mRNA	381	97	108	176
YML007W_mRNA	2360	188	1950	222
YML008C_mRNA	1330	89	1149	92
YML009C_mRNA	483	97	210	176
YML009C-A_mRNA	597	97	324	176
YML009W-B_mRNA	747	97	474	176
YML010W_mRNA	3462	97	3189	176
YML011C_mRNA	702	36	531	135
YML012C-A_mRNA	648	97	375	176
YML012W_mRNA	843	82	633	128
YML013W_mRNA	2025	97	1752	176
YML014W_mRNA	969	33	837	99
YML015C_mRNA	1311	97	1038	176
YML016C_mRNA	2349	97	2076	176
YML017W_mRNA	2052	97	1779	176
YML018C_mRNA	1444	151	1179	114
YML019W_mRNA	1332	38	996	298
YML020W_mRNA	2265	97	1992	176
YML021C_mRNA	1249	17	1077	155
YML022W_mRNA	835	63	561	211
YML023C_mRNA	1941	97	1668	176
YML024W_mRNA	581	42	408	131
YML025C_mRNA	1035	52	858	125
YML026C_mRNA	731	81	438	212
YML027W_mRNA	1428	97	1155	176
YML028W_mRNA	790	80	588	122
YML029W_mRNA	2787	97	2514	176
YML030W_mRNA	762	50	477	235
YML031C-A_mRNA	606	97	333	176
YML031W_mRNA	2086	42	1965	79
YML032C_mRNA	1767	52	1413	302
YML034C-A_mRNA	669	97	396	176
YML034W_mRNA	2747	74	2502	171
YML035C_mRNA	2703	97	2430	176
YML036W_mRNA	830	35	543	252
YML037C_mRNA	1293	97	1020	176
YML038C_mRNA	1691	141	1326	224
YML041C_mRNA	976	45	840	91
YML042W_mRNA	2283	97	2010	176
YML043C_mRNA	1861	181	1521	159
YML046W_mRNA	2046	88	1887	71
YML047C_mRNA	1329	97	1056	176
YML047W-A_mRNA	636	97	363	176
YML048W_mRNA	1455	45	1209	201
YML049C_mRNA	4356	97	4083	176
YML050W_mRNA	1206	97	933	176
YML051W_mRNA	1494	86	1305	103
YML052W_mRNA	1031	36	906	89
YML053C_mRNA	708	68	636	4
YML054C_mRNA	2046	97	1773	176
YML054C-A_mRNA	429	97	156	176
YML055W_mRNA	627	42	534	51
YML056C_mRNA	1677	54	1572	51
YML057C-A_mRNA	660	97	387	176
YML057W_mRNA	2017	88	1812	117
YML058W_mRNA	685	64	312	309
YML058W-A_mRNA	388	49	204	135
YML059C_mRNA	5310	97	5037	176
YML060W_mRNA	1369	59	1128	182
YML061C_mRNA	2850	97	2577	176
YML062C_mRNA	1304	32	1176	96
YML063W_mRNA	950	67	765	118
YML064C_mRNA	1007	96	735	176
YML065W_mRNA	2999	105	2742	152
YML066C_mRNA	1380	97	1107	176
YML067C_mRNA	1329	97	1056	176
YML068W_mRNA	1598	113	1392	93
YML069W_mRNA	1807	63	1656	88
YML070W_mRNA	1895	60	1752	83
YML071C_mRNA	2003	127	1821	55
YML072C_mRNA	4972	183	4635	154
YML073C_mRNA	673	52	528	93
YML074C_mRNA	1381	44	1233	104
YML075C_mRNA	3395	78	3162	155
YML076C_mRNA	3105	97	2832	176
YML077W_mRNA	703	97	477	129
YML078W_mRNA	725	25	546	154
YML079W_mRNA	687	9	603	75
YML080W_mRNA	1492	124	1269	99
YML081C-A_mRNA	440	80	177	183
YML081W_mRNA	4026	97	3753	176
YML082W_mRNA	2147	55	1947	145
YML083C_mRNA	1527	97	1254	176
YML084W_mRNA	579	97	306	176
YML085C_mRNA	1542	51	1341	150
YML086C_mRNA	1842	156	1578	108
YML087C_mRNA	1050	21	936	93
YML088W_mRNA	2277	97	2004	176
YML089C_mRNA	639	97	366	176
YML090W_mRNA	657	97	384	176
YML091C_mRNA	3879	97	3606	176
YML092C_mRNA	900	39	750	111
YML093W_mRNA	2970	97	2697	176
YML094C-A_mRNA	672	97	399	176
YML094W_mRNA	614	27	489	98
YML095C_mRNA	903	97	630	176
YML096W_mRNA	1692	7	1575	110
YML097C_mRNA	1484	49	1353	82
YML098W_mRNA	741	58	501	182
YML099C_mRNA	2913	97	2640	176
YML099W-A_mRNA	600	97	327	176
YML100W_mRNA	3435	23	3294	118
YML100W-A_mRNA	444	97	171	176
YML101C_mRNA	487	51	351	85
YML101C-A_mRNA	588	97	315	176
YML102W_mRNA	1494	29	1404	61
YML103C_mRNA	5238	97	4965	176
YML104C_mRNA	3451	36	3381	34
YML105C_mRNA	956	45	819	92
YML106W_mRNA	1163	311	678	174
YML107C_mRNA	1275	97	1002	176
YML108W_mRNA	610	65	315	230
YML109W_mRNA	3099	97	2826	176
YML110C_mRNA	1257	50	921	286
YML111W_mRNA	3033	97	2760	176
YML112W_mRNA	993	22	888	83
YML113W_mRNA	912	38	744	130
YML114C_mRNA	1608	10	1530	68
YML115C_mRNA	1888	60	1605	223
YML116W_mRNA	1899	97	1626	176
YML116W-A_mRNA	573	97	300	176
YML117W_mRNA	3675	97	3402	176
YML118W_mRNA	1788	97	1515	176
YML119W_mRNA	1195	61	1071	63
YML120C_mRNA	2000	99	1539	362
YML121W_mRNA	1250	135	930	185
YML122C_mRNA	651	97	378	176
YML123C_mRNA	1933	54	1761	118
YML124C_mRNA	1484	27	1335	122
YML125C_mRNA	1058	37	936	85
YML126C_mRNA	1746	97	1473	176
YML127W_mRNA	2016	97	1743	176
YML128C_mRNA	1833	112	1539	182
YML129C_mRNA	472	28	210	234
YML130C_mRNA	1852	92	1689	71
YML131W_mRNA	1336	45	1095	196
YML132W_mRNA	1410	97	1137	176
YML133C_mRNA	4395	97	4122	176
YML133W-A_mRNA	846	97	573	176
YML133W-B_mRNA	753	97	480	176
YMR001C_mRNA	2388	97	2115	176
YMR001C-A_mRNA	501	97	228	176
YMR002W_mRNA	803	93	468	242
YMR003W_mRNA	704	32	594	78
YMR004W_mRNA	1806	97	1533	176
YMR005W_mRNA	1377	79	1164	134
YMR006C_mRNA	2265	58	2118	89
YMR007W_mRNA	651	97	378	176
YMR008C_mRNA	2265	97	1992	176
YMR009W_mRNA	687	67	537	83
YMR010W_mRNA	1692	228	1215	249
