"transcript"	"l_tr"	"l_utr5"	"l_cds"	"l_utr3"	"nis_pos"
"YKR031C_mRNA"	5322	97	5049	176	61
"YKR032W_mRNA"	585	97	312	176	Inf
"YKR033C_mRNA"	696	97	423	176	16
"YKR034W_mRNA"	1080	97	807	176	13
"YKR035C_mRNA"	912	97	639	176	22
"YKR035W-A_mRNA"	776	38	612	126	70
"YKR036C_mRNA"	2202	97	1929	176	94
"YKR037C_mRNA"	1158	97	885	176	25
"YKR038C_mRNA"	1299	29	1158	112	25
"YKR039W_mRNA"	1978	43	1806	129	4
"YKR040C_mRNA"	774	97	501	176	136
"YKR041W_mRNA"	1023	97	750	176	4
"YKR042W_mRNA"	1549	217	1095	237	16
"YKR043C_mRNA"	995	46	813	136	40
"YKR044W_mRNA"	1464	69	1329	66	49
"YKR045C_mRNA"	822	97	549	176	19
"YKR046C_mRNA"	1122	97	849	176	4
"YKR047W_mRNA"	576	97	303	176	19
"YKR048C_mRNA"	1414	28	1251	135	31
"YKR049C_mRNA"	509	35	399	75	43
"YKR050W_mRNA"	2940	97	2667	176	31
"YKR051W_mRNA"	1444	117	1254	73	13
"YKR052C_mRNA"	1370	98	912	360	46
"YKR053C_mRNA"	1485	97	1212	176	157
"YKR054C_mRNA"	12549	97	12276	176	88
"YKR055W_mRNA"	1146	97	873	176	7
"YKR056W_mRNA"	2190	97	1917	176	13
"YKR057W_mRNA"	571	45	261	265	61
"YKR058W_mRNA"	2121	97	1848	176	46
"YKR059W_mRNA"	1354	55	1185	114	55
"YKR060W_mRNA"	917	27	822	68	7
"YKR061W_mRNA"	1548	97	1275	176	52
"YKR062W_mRNA"	1257	97	984	176	16
"YKR063C_mRNA"	1607	11	1506	90	67
"YKR064W_mRNA"	2862	97	2589	176	13
"YKR065C_mRNA"	727	38	591	98	13
"YKR066C_mRNA"	1213	20	1083	110	76
"YKR067W_mRNA"	2526	139	2229	158	52
"YKR068C_mRNA"	787	60	579	148	58
"YKR069W_mRNA"	1962	153	1779	30	Inf
"YKR070W_mRNA"	1329	97	1056	176	70
"YKR071C_mRNA"	1350	58	1044	248	28
"YKR072C_mRNA"	1959	97	1686	176	28
"YKR073C_mRNA"	591	97	318	176	19
"YKR074W_mRNA"	685	44	465	176	37
"YKR075C_mRNA"	1194	97	921	176	43
"YKR075W-A_mRNA"	540	97	267	176	4
"YKR076W_mRNA"	1178	25	1110	43	19
"YKR077W_mRNA"	1362	97	1089	176	34
"YKR078W_mRNA"	2028	97	1755	176	13
"YKR079C_mRNA"	2787	97	2514	176	16
"YKR080W_mRNA"	1270	157	960	153	34
"YKR081C_mRNA"	1149	29	1032	88	10
"YKR082W_mRNA"	3744	97	3471	176	10
"YKR083C_mRNA"	672	97	399	176	127
"YKR084C_mRNA"	2009	71	1833	105	19
"YKR085C_mRNA"	693	25	585	83	46
"YKR086W_mRNA"	3486	97	3213	176	22
"YKR087C_mRNA"	1119	22	1035	62	Inf
"YKR088C_mRNA"	1284	97	1011	176	52
"YKR089C_mRNA"	3003	97	2730	176	Inf
"YKR090W_mRNA"	2466	154	2118	194	43
"YKR091W_mRNA"	1011	97	738	176	49
"YKR092C_mRNA"	1491	97	1218	176	76
"YKR093W_mRNA"	2076	97	1803	176	10
"YKR094C_mRNA"	653	83	384	186	91
"YKR095W_mRNA"	5898	97	5625	176	10
"YKR095W-A_mRNA"	434	46	264	124	22
"YKR096W_mRNA"	3858	97	3585	176	94
"YKR097W_mRNA"	2013	141	1647	225	82
"YKR098C_mRNA"	2424	97	2151	176	82
"YKR099W_mRNA"	2706	97	2433	176	52
"YKR100C_mRNA"	1338	97	1065	176	10
"YKR101W_mRNA"	2202	5	1962	235	49
"YKR102W_mRNA"	3780	97	3507	176	4
"YKR103W_mRNA"	3927	97	3654	176	Inf
"YKR104W_mRNA"	1191	97	918	176	10
"YKR105C_mRNA"	2019	97	1746	176	76
"YKR106W_mRNA"	2118	97	1845	176	16
"YLL067C_mRNA"	3888	97	3615	176	7
"YLL067W-A_mRNA"	753	97	480	176	88
"YLL066W-B_mRNA"	441	97	168	176	Inf
"YLL066C_mRNA"	3888	97	3615	176	49
"YLL066W-A_mRNA"	753	97	480	176	88
"YLL065W_mRNA"	621	97	348	176	10
"YLL064C_mRNA"	633	97	360	176	40
"YLL063C_mRNA"	1695	97	1422	176	4
"YLL062C_mRNA"	1178	79	972	127	16
"YLL061W_mRNA"	2022	97	1749	176	34
"YLL060C_mRNA"	972	97	699	176	64
"YLL059C_mRNA"	777	97	504	176	7
"YLL058W_mRNA"	1905	90	1725	90	13
"YLL057C_mRNA"	1509	97	1236	176	142
"YLL056C_mRNA"	1167	97	894	176	31
"YLL055W_mRNA"	1866	97	1593	176	43
"YLL054C_mRNA"	2802	97	2529	176	Inf
"YLL053C_mRNA"	729	97	456	176	7
"YLL052C_mRNA"	720	97	447	176	34
"YLL051C_mRNA"	2397	70	2136	191	64
"YLL050C_mRNA"	591	25	429	137	10
"YLL049W_mRNA"	810	97	537	176	64
"YLL048C_mRNA"	5256	97	4983	176	16
"YLL046C_mRNA"	1020	97	747	176	79
"YLL047W_mRNA"	654	97	381	176	34
"YLL045C_mRNA"	849	23	768	58	13
"YLL044W_mRNA"	717	97	444	176	166
"YLL043W_mRNA"	2280	97	2007	176	40
"YLL042C_mRNA"	774	97	501	176	82
"YLL041C_mRNA"	1168	50	798	320	136
"YLL040C_mRNA"	9705	97	9432	176	67
"YLL039C_mRNA"	1416	97	1143	176	82
"YLL038C_mRNA"	1014	97	741	176	7
"YLL037W_mRNA"	651	97	378	176	91
"YLL036C_mRNA"	1782	97	1509	176	10
"YLL035W_mRNA"	2169	97	1896	176	127
"YLL034C_mRNA"	2784	97	2511	176	13
"YLL033W_mRNA"	963	97	690	176	16
"YLL032C_mRNA"	2748	97	2475	176	112
"YLL031C_mRNA"	3324	97	3051	176	64
"YLL030C_mRNA"	612	97	339	176	40
"YLL029W_mRNA"	2471	124	2247	100	73
"YLL028W_mRNA"	2031	97	1758	176	112
"YLL027W_mRNA"	1079	212	750	117	94
"YLL026W_mRNA"	2873	56	2724	93	16
"YLL025W_mRNA"	645	97	372	176	40
"YLL024C_mRNA"	2072	30	1917	125	7
"YLL023C_mRNA"	950	53	837	60	52
"YLL022C_mRNA"	1428	97	1155	176	4
"YLL021W_mRNA"	4671	97	4398	176	7
"YLL020C_mRNA"	576	97	303	176	82
"YLL019C_mRNA"	2484	97	2211	176	100
"YLL019W-A_mRNA"	363	97	90	176	7
"YLL018C-A_mRNA"	567	97	294	176	46
"YLL018C_mRNA"	1899	63	1671	165	124
"YLL015W_mRNA"	4950	97	4677	176	4
"YLL014W_mRNA"	511	18	324	169	61
"YLL013C_mRNA"	2910	97	2637	176	133
"YLL012W_mRNA"	1828	42	1719	67	31
"YLL011W_mRNA"	1598	11	1467	120	106
"YLL010C_mRNA"	1554	97	1281	176	4
"YLL009C_mRNA"	436	58	207	171	10
"YLL008W_mRNA"	2400	30	2256	114	4
"YLL007C_mRNA"	2264	81	1995	188	55
"YLL006W-A_mRNA"	447	97	174	176	13
"YLL006W_mRNA"	1354	38	1278	38	Inf
"YLL005C_mRNA"	2877	97	2604	176	25
"YLL004W_mRNA"	1951	6	1848	97	28
"YLL003W_mRNA"	3111	97	2838	176	40
"YLL002W_mRNA"	1416	41	1308	67	25
"YLL001W_mRNA"	2482	41	2271	170	25
"YLR001C_mRNA"	2688	43	2586	59	31
"YLR002C_mRNA"	2201	50	1989	162	19
"YLR003C_mRNA"	1146	97	873	176	4
"YLR004C_mRNA"	1842	97	1569	176	4
"YLR005W_mRNA"	1628	37	1383	208	22
"YLR006C_mRNA"	2409	97	2136	176	61
"YLR007W_mRNA"	1098	24	1008	66	Inf
"YLR008C_mRNA"	855	84	504	267	19
"YLR009W_mRNA"	924	190	597	137	64
"YLR010C_mRNA"	698	11	480	207	34
"YLR011W_mRNA"	972	102	573	297	37
"YLR012C_mRNA"	570	97	297	176	7
"YLR013W_mRNA"	696	97	423	176	79
"YLR014C_mRNA"	2985	97	2712	176	7
"YLR015W_mRNA"	1588	53	1515	20	Inf
"YLR016C_mRNA"	885	97	612	176	70
"YLR017W_mRNA"	1284	97	1011	176	31
"YLR018C_mRNA"	1107	85	897	125	22
"YLR019W_mRNA"	1751	298	1191	262	13
"YLR020C_mRNA"	1817	50	1614	153	34
"YLR021W_mRNA"	657	69	537	51	16
"YLR022C_mRNA"	1023	97	750	176	10
"YLR023C_mRNA"	1902	97	1629	176	13
"YLR024C_mRNA"	5889	97	5616	176	Inf
"YLR025W_mRNA"	924	83	720	121	25
"YLR026C_mRNA"	1271	115	1020	136	82
"YLR027C_mRNA"	1390	28	1254	108	4
"YLR028C_mRNA"	2124	217	1773	134	19
"YLR029C_mRNA"	793	23	612	158	10
"YLR030W_mRNA"	1062	97	789	176	34
"YLR031W_mRNA"	831	97	558	176	19
"YLR032W_mRNA"	3780	97	3507	176	139
"YLR033W_mRNA"	1782	63	1506	213	55
"YLR034C_mRNA"	1769	209	1419	141	106
"YLR035C_mRNA"	2358	97	2085	176	4
"YLR035C-A_mRNA"	3738	97	3465	176	34
"YLR036C_mRNA"	826	1	609	216	40
"YLR037C_mRNA"	645	97	372	176	28
"YLR038C_mRNA"	650	81	249	320	10
"YLR039C_mRNA"	3441	97	3168	176	43
"YLR040C_mRNA"	893	80	672	141	28
"YLR041W_mRNA"	591	97	318	176	46
"YLR042C_mRNA"	756	97	483	176	37
"YLR043C_mRNA"	556	60	309	187	Inf
"YLR044C_mRNA"	1854	56	1689	109	10
"YLR045C_mRNA"	2937	97	2664	176	19
"YLR046C_mRNA"	1083	97	810	176	28
"YLR047C_mRNA"	2331	97	2058	176	22
"YLR048W_mRNA"	1115	94	756	265	46
"YLR049C_mRNA"	1629	239	1284	106	79
"YLR050C_mRNA"	756	97	483	176	40
"YLR051C_mRNA"	760	21	651	88	37
"YLR052W_mRNA"	902	30	750	122	67
"YLR053C_mRNA"	597	97	324	176	55
"YLR054C_mRNA"	2445	97	2172	176	7
"YLR055C_mRNA"	2079	97	1806	176	4
"YLR056W_mRNA"	1357	96	1095	166	70
"YLR057W_mRNA"	2820	97	2547	176	7
"YLR058C_mRNA"	1630	54	1407	169	25
"YLR059C_mRNA"	1080	97	807	176	31
"YLR060W_mRNA"	1962	49	1785	128	37
"YLR061W_mRNA"	538	56	363	119	10
"YLR062C_mRNA"	648	97	375	176	Inf
"YLR063W_mRNA"	1368	97	1095	176	13
"YLR064W_mRNA"	952	46	819	87	25
"YLR065C_mRNA"	701	58	543	100	25
"YLR066W_mRNA"	717	69	552	96	31
"YLR067C_mRNA"	3168	97	2895	176	25
"YLR068W_mRNA"	612	42	453	117	73
"YLR069C_mRNA"	2476	19	2283	174	49
"YLR070C_mRNA"	1341	97	1068	176	49
"YLR071C_mRNA"	3519	97	3246	176	10
"YLR072W_mRNA"	2203	38	2079	86	Inf
"YLR073C_mRNA"	873	97	600	176	46
"YLR074C_mRNA"	680	74	498	108	7
"YLR075W_mRNA"	885	85	663	137	25
"YLR076C_mRNA"	693	97	420	176	Inf
"YLR077W_mRNA"	1955	27	1749	179	61
"YLR078C_mRNA"	895	83	732	80	7
"YLR079W_mRNA"	1125	97	852	176	82
"YLR080W_mRNA"	1434	18	1332	84	37
"YLR081W_mRNA"	2119	145	1722	252	10
"YLR082C_mRNA"	1449	97	1176	176	100
"YLR083C_mRNA"	2274	97	2001	176	112
"YLR084C_mRNA"	3933	97	3660	176	40
"YLR085C_mRNA"	1469	49	1314	106	Inf
"YLR086W_mRNA"	4527	97	4254	176	13
"YLR087C_mRNA"	9147	97	8874	176	13
"YLR088W_mRNA"	2057	42	1842	173	106
"YLR089C_mRNA"	2189	202	1776	211	46
"YLR090W_mRNA"	1650	97	1377	176	13
"YLR091W_mRNA"	1152	97	879	176	28
"YLR092W_mRNA"	2952	97	2679	176	106
"YLR093C_mRNA"	1081	88	759	234	94
"YLR094C_mRNA"	1708	80	1506	122	4
"YLR095C_mRNA"	2521	29	2436	56	34
"YLR096W_mRNA"	3714	97	3441	176	19
"YLR097C_mRNA"	1305	97	1032	176	58
"YLR098C_mRNA"	2160	68	1944	148	7
"YLR099C_mRNA"	1455	97	1182	176	Inf
"YLR099W-A_mRNA"	399	68	261	70	46
"YLR100W_mRNA"	1165	35	1041	89	Inf
"YLR101C_mRNA"	666	97	393	176	127
"YLR102C_mRNA"	1068	97	795	176	46
"YLR103C_mRNA"	2223	97	1950	176	121
"YLR104W_mRNA"	497	40	393	64	Inf
"YLR105C_mRNA"	1233	10	1131	92	Inf
"YLR106C_mRNA"	15003	97	14730	176	109
"YLR107W_mRNA"	1336	23	1212	101	22
"YLR108C_mRNA"	1728	97	1455	176	13
"YLR109W_mRNA"	821	200	528	93	22
"YLR110C_mRNA"	611	58	399	154	7
"YLR111W_mRNA"	603	97	330	176	142
"YLR112W_mRNA"	618	43	417	158	52
"YLR113W_mRNA"	1582	146	1305	131	124
"YLR114C_mRNA"	2428	65	2292	71	Inf
"YLR115W_mRNA"	2752	24	2577	151	25
"YLR116W_mRNA"	1701	97	1428	176	73
"YLR117C_mRNA"	2334	97	2061	176	22
"YLR118C_mRNA"	828	62	681	85	13
"YLR119W_mRNA"	912	97	639	176	40
"YLR120C_mRNA"	2210	113	1707	390	22
"YLR120W-A_mRNA"	372	97	99	176	13
"YLR121C_mRNA"	1668	21	1524	123	79
"YLR122C_mRNA"	648	97	375	176	100
"YLR123C_mRNA"	600	97	327	176	7
"YLR124W_mRNA"	615	97	342	176	94
"YLR125W_mRNA"	681	97	408	176	7
"YLR126C_mRNA"	1026	97	753	176	85
"YLR127C_mRNA"	2832	97	2559	176	115
"YLR128W_mRNA"	1080	97	807	176	64
"YLR129W_mRNA"	3102	97	2829	176	4
"YLR130C_mRNA"	1507	195	1266	46	28
"YLR131C_mRNA"	2583	97	2310	176	22
"YLR132C_mRNA"	1143	97	870	176	4
"YLR133W_mRNA"	1889	74	1746	69	40
"YLR134W_mRNA"	1962	97	1689	176	10
"YLR135W_mRNA"	2517	97	2244	176	64
"YLR136C_mRNA"	1128	97	855	176	40
"YLR137W_mRNA"	1153	7	1101	45	13
"YLR138W_mRNA"	3228	97	2955	176	43
"YLR139C_mRNA"	2111	22	1929	160	7
"YLR140W_mRNA"	597	97	324	176	43
"YLR141W_mRNA"	1362	97	1089	176	73
"YLR142W_mRNA"	1701	97	1428	176	112
"YLR143W_mRNA"	2284	28	2055	201	13
"YLR144C_mRNA"	2610	97	2337	176	112
"YLR145W_mRNA"	876	97	603	176	13
"YLR146C_mRNA"	1019	30	900	89	Inf
"YLR146W-A_mRNA"	284	9	186	89	4
"YLR147C_mRNA"	464	36	303	125	4
"YLR148W_mRNA"	2902	11	2754	137	4
"YLR149C_mRNA"	2463	97	2190	176	25
"YLR149C-A_mRNA"	357	97	84	176	58
"YLR150W_mRNA"	1207	157	819	231	28
"YLR151C_mRNA"	1390	1	1020	369	49
"YLR152C_mRNA"	1984	155	1728	101	13
"YLR153C_mRNA"	2442	123	2049	270	10
"YLR154C_mRNA"	475	69	330	76	7
"YLR154W-A_mRNA"	456	97	183	176	22
"YLR154W-B_mRNA"	435	97	162	176	22
"YLR154W-C_mRNA"	645	97	372	176	67
"YLR154W-E_mRNA"	474	97	201	176	106
"YLR154W-F_mRNA"	411	97	138	176	46
"YLR154C-G_mRNA"	420	97	147	176	43
"YLR154C-H_mRNA"	402	97	129	176	25
"YLR155C_mRNA"	1359	97	1086	176	43
"YLR156W_mRNA"	615	97	342	176	64
"YLR156C-A_mRNA"	402	97	129	176	22
"YLR157C_mRNA"	1359	97	1086	176	43
"YLR157W-D_mRNA"	483	97	210	176	19
"YLR157W-E_mRNA"	435	97	162	176	64
"YLR157C-C_mRNA"	402	97	129	176	22
"YLR158C_mRNA"	1359	97	1086	176	43
"YLR159W_mRNA"	615	97	342	176	64
"YLR159C-A_mRNA"	402	97	129	176	22
"YLR160C_mRNA"	1359	97	1086	176	43
"YLR161W_mRNA"	615	97	342	176	64
"YLR162W_mRNA"	627	97	354	176	85
"YLR162W-A_mRNA"	459	97	186	176	4
"YLR163C_mRNA"	1584	51	1386	147	43
"YLR163W-A_mRNA"	384	97	111	176	4
"YLR164W_mRNA"	768	160	504	104	82
"YLR165C_mRNA"	1035	97	762	176	13
"YLR166C_mRNA"	2715	36	2613	66	10
"YLR167W_mRNA"	708	92	456	160	16
"YLR168C_mRNA"	963	97	690	176	91
"YLR169W_mRNA"	624	97	351	176	34
"YLR170C_mRNA"	772	47	468	257	10
"YLR171W_mRNA"	660	97	387	176	79
"YLR172C_mRNA"	1072	33	900	139	7
"YLR173W_mRNA"	2097	97	1824	176	25
"YLR174W_mRNA"	1509	97	1236	176	22
"YLR175W_mRNA"	1735	85	1449	201	34
"YLR176C_mRNA"	2706	97	2433	176	16
"YLR177W_mRNA"	2008	49	1884	75	16
"YLR178C_mRNA"	930	97	657	176	40
"YLR179C_mRNA"	804	83	603	118	34
"YLR180W_mRNA"	1527	125	1146	256	127
"YLR181C_mRNA"	1179	85	990	104	10
"YLR182W_mRNA"	2580	47	2409	124	25
"YLR183C_mRNA"	1686	47	1467	172	73
"YLR184W_mRNA"	618	97	345	176	7
"YLR185W_mRNA"	455	72	264	119	13
"YLR186W_mRNA"	1029	97	756	176	34
"YLR187W_mRNA"	3351	97	3078	176	49
"YLR188W_mRNA"	2304	78	2085	141	67
"YLR189C_mRNA"	3867	97	3594	176	37
"YLR190W_mRNA"	2260	378	1473	409	25
"YLR191W_mRNA"	1312	44	1158	110	52
"YLR192C_mRNA"	1120	106	795	219	55
"YLR193C_mRNA"	770	59	525	186	52
"YLR194C_mRNA"	1035	97	762	176	10
"YLR195C_mRNA"	1638	97	1365	176	79
"YLR196W_mRNA"	1944	81	1728	135	22
"YLR197W_mRNA"	1752	51	1512	189	13
"YLR198C_mRNA"	630	97	357	176	31
"YLR199C_mRNA"	1101	97	828	176	25
"YLR200W_mRNA"	615	97	342	176	130
"YLR201C_mRNA"	1053	97	780	176	148
"YLR202C_mRNA"	597	97	324	176	43
"YLR203C_mRNA"	1581	97	1308	176	64
"YLR204W_mRNA"	490	30	333	127	4
"YLR205C_mRNA"	1224	97	951	176	22
"YLR206W_mRNA"	2112	97	1839	176	79
"YLR207W_mRNA"	2624	64	2499	61	Inf
"YLR208W_mRNA"	1386	116	891	379	19
"YLR209C_mRNA"	1034	34	933	67	10
"YLR210W_mRNA"	1634	78	1380	176	70
"YLR211C_mRNA"	1078	58	678	342	52
"YLR212C_mRNA"	1600	53	1419	128	4
"YLR213C_mRNA"	1539	97	1266	176	13
"YLR214W_mRNA"	2335	143	2058	134	61
"YLR215C_mRNA"	1246	50	1080	116	7
"YLR216C_mRNA"	1386	97	1113	176	34
"YLR217W_mRNA"	594	97	321	176	28
"YLR218C_mRNA"	723	97	450	176	25
"YLR219W_mRNA"	2457	97	2184	176	55
"YLR220W_mRNA"	1239	97	966	176	7
"YLR221C_mRNA"	919	45	660	214	16
"YLR222C_mRNA"	2583	19	2451	113	22
"YLR222C-A_mRNA"	501	97	228	176	22
"YLR223C_mRNA"	3528	97	3255	176	73
"YLR224W_mRNA"	1578	332	1107	139	28
"YLR225C_mRNA"	1494	97	1221	176	10
"YLR226W_mRNA"	1727	36	1185	506	7
"YLR227C_mRNA"	1752	97	1479	176	7
"YLR228C_mRNA"	2715	97	2442	176	16
"YLR229C_mRNA"	859	219	573	67	10
"YLR230W_mRNA"	576	97	303	176	13
"YLR231C_mRNA"	1546	64	1359	123	7
"YLR232W_mRNA"	618	97	345	176	25
"YLR233C_mRNA"	2370	97	2097	176	13
"YLR234W_mRNA"	2241	97	1968	176	148
"YLR235C_mRNA"	669	97	396	176	4
"YLR236C_mRNA"	594	97	321	176	58
"YLR237W_mRNA"	2124	112	1794	218	70
"YLR238W_mRNA"	1619	73	1434	112	73
"YLR239C_mRNA"	1257	97	984	176	10
"YLR240W_mRNA"	2820	33	2625	162	31
"YLR241W_mRNA"	2619	97	2346	176	43
"YLR242C_mRNA"	1102	80	963	59	Inf
"YLR243W_mRNA"	984	92	816	76	7
"YLR244C_mRNA"	1243	23	1161	59	7
"YLR245C_mRNA"	699	97	426	176	82
"YLR246W_mRNA"	1350	97	1077	176	37
"YLR247C_mRNA"	4941	97	4668	176	55
"YLR248W_mRNA"	2103	97	1830	176	118
"YLR249W_mRNA"	3316	40	3132	144	10
"YLR250W_mRNA"	890	53	702	135	19
"YLR251W_mRNA"	864	97	591	176	19
"YLR252W_mRNA"	576	97	303	176	40
"YLR253W_mRNA"	1870	68	1707	95	Inf
"YLR254C_mRNA"	840	97	567	176	4
"YLR255C_mRNA"	451	29	351	71	37
"YLR256W_mRNA"	4779	97	4506	176	46
"YLR256W-A_mRNA"	1593	97	1320	176	22
"YLR257W_mRNA"	1418	339	963	116	25
"YLR258W_mRNA"	2544	67	2115	362	10
"YLR259C_mRNA"	1960	55	1716	189	13
"YLR260W_mRNA"	2352	120	2061	171	13
"YLR261C_mRNA"	597	97	324	176	130
"YLR262C_mRNA"	918	97	645	176	31
"YLR262C-A_mRNA"	888	387	192	309	22
"YLR263W_mRNA"	2754	97	2481	176	103
"YLR264W_mRNA"	907	57	201	649	82
"YLR264C-A_mRNA"	387	97	114	176	22
"YLR265C_mRNA"	1299	97	1026	176	73
"YLR266C_mRNA"	2376	97	2103	176	13
"YLR267W_mRNA"	1858	68	1710	80	46
"YLR268W_mRNA"	803	48	642	113	67
"YLR269C_mRNA"	621	97	348	176	19
"YLR270W_mRNA"	1365	106	1050	209	100
"YLR271W_mRNA"	1077	149	822	106	16
"YLR272C_mRNA"	3801	97	3528	176	10
"YLR273C_mRNA"	2217	97	1944	176	22
"YLR274W_mRNA"	2473	20	2325	128	10
"YLR275W_mRNA"	640	55	330	255	115
"YLR276C_mRNA"	1967	96	1782	89	37
"YLR277C_mRNA"	2560	157	2337	66	64
"YLR278C_mRNA"	4296	97	4023	176	100
"YLR279W_mRNA"	660	97	387	176	91
"YLR280C_mRNA"	621	97	348	176	7
"YLR281C_mRNA"	738	97	465	176	Inf
"YLR282C_mRNA"	612	97	339	176	19
"YLR283W_mRNA"	997	1	942	54	Inf
"YLR284C_mRNA"	1113	97	840	176	19
"YLR285W_mRNA"	1026	34	783	209	4
"YLR285C-A_mRNA"	441	97	168	176	67
"YLR286C_mRNA"	2066	231	1686	149	10
"YLR286W-A_mRNA"	405	97	132	176	16
"YLR287C_mRNA"	1338	97	1065	176	52
"YLR287C-A_mRNA"	471	60	189	222	10
"YLR288C_mRNA"	1695	97	1422	176	37
"YLR289W_mRNA"	2208	97	1935	176	31
"YLR290C_mRNA"	1047	28	831	188	4
"YLR291C_mRNA"	1347	32	1143	172	4
"YLR292C_mRNA"	852	97	579	176	10
"YLR293C_mRNA"	965	74	657	234	85
"YLR294C_mRNA"	600	97	327	176	4
"YLR295C_mRNA"	680	58	372	250	55
"YLR296W_mRNA"	597	97	324	176	4
"YLR297W_mRNA"	828	149	387	292	67
"YLR298C_mRNA"	749	5	693	51	Inf
"YLR299W_mRNA"	2253	97	1980	176	13
"YLR299C-A_mRNA"	363	97	90	176	55
"YLR300W_mRNA"	1774	113	1344	317	76
"YLR301W_mRNA"	910	40	732	138	4
"YLR302C_mRNA"	633	97	360	176	4
"YLR303W_mRNA"	1489	52	1332	105	88
"YLR304C_mRNA"	2607	97	2334	176	4
"YLR305C_mRNA"	5973	97	5700	176	151
"YLR306W_mRNA"	720	87	564	69	28
"YLR307W_mRNA"	1176	97	903	176	7
"YLR307C-A_mRNA"	534	97	261	176	22
"YLR308W_mRNA"	1209	97	936	176	16
"YLR309C_mRNA"	3006	97	2733	176	13
"YLR310C_mRNA"	5040	97	4767	176	37
"YLR311C_mRNA"	618	97	345	176	13
"YLR312C_mRNA"	1467	97	1194	176	22
"YLR312W-A_mRNA"	906	34	759	113	22
"YLR313C_mRNA"	1863	97	1590	176	103
"YLR314C_mRNA"	1764	79	1560	125	19
"YLR315W_mRNA"	732	97	459	176	55
"YLR316C_mRNA"	1138	60	966	112	25
"YLR317W_mRNA"	705	97	432	176	124
"YLR318W_mRNA"	2925	97	2652	176	7
"YLR319C_mRNA"	2637	97	2364	176	10
"YLR320W_mRNA"	4635	97	4362	176	16
"YLR321C_mRNA"	1551	97	1278	176	4
"YLR322W_mRNA"	585	97	312	176	43
"YLR323C_mRNA"	1050	97	777	176	79
"YLR324W_mRNA"	1729	67	1569	93	76
"YLR325C_mRNA"	712	40	234	438	10
"YLR326W_mRNA"	1013	162	720	131	19
"YLR327C_mRNA"	553	104	258	191	19
"YLR328W_mRNA"	1476	97	1203	176	106
"YLR329W_mRNA"	1065	97	792	176	10
"YLR330W_mRNA"	2226	55	2013	158	73
"YLR332W_mRNA"	1756	431	1128	197	166
"YLR331C_mRNA"	648	97	375	176	73
"YLR333C_mRNA"	613	110	324	179	7
"YLR334C_mRNA"	651	97	378	176	7
"YLR335W_mRNA"	2341	82	2160	99	7
"YLR336C_mRNA"	2797	41	2697	59	16
"YLR337C_mRNA"	2724	97	2451	176	Inf
"YLR338W_mRNA"	1128	97	855	176	37
"YLR339C_mRNA"	822	97	549	176	34
"YLR340W_mRNA"	1093	69	936	88	28
"YLR341W_mRNA"	1704	97	1431	176	43
"YLR342W_mRNA"	5901	97	5628	176	166
"YLR342W-A_mRNA"	444	97	171	176	109
"YLR343W_mRNA"	1938	97	1665	176	37
"YLR344W_mRNA"	686	60	381	245	10
"YLR345W_mRNA"	1707	71	1527	109	64
"YLR346C_mRNA"	576	97	303	176	61
"YLR347C_mRNA"	2856	97	2583	176	10
"YLR347W-A_mRNA"	411	97	138	176	10
"YLR348C_mRNA"	953	19	894	40	37
"YLR349W_mRNA"	777	97	504	176	Inf
"YLR350W_mRNA"	880	112	648	120	Inf
"YLR351C_mRNA"	1037	29	873	135	22
"YLR352W_mRNA"	2694	97	2421	176	76
"YLR353W_mRNA"	2082	97	1809	176	25
"YLR354C_mRNA"	1215	72	1005	138	28
"YLR355C_mRNA"	1471	87	1185	199	13
"YLR356W_mRNA"	909	80	591	238	49
"YLR357W_mRNA"	2910	49	2667	194	16
"YLR358C_mRNA"	834	97	561	176	37
"YLR359W_mRNA"	1679	96	1446	137	109
"YLR360W_mRNA"	1557	98	1317	142	76
"YLR361C_mRNA"	2007	97	1734	176	22
"YLR361C-A_mRNA"	495	38	294	163	4
"YLR362W_mRNA"	2297	30	2151	116	19
"YLR363C_mRNA"	927	97	654	176	88
"YLR363W-A_mRNA"	480	56	255	169	64
"YLR364W_mRNA"	428	45	327	56	25
"YLR365W_mRNA"	603	97	330	176	Inf
"YLR364C-A_mRNA"	393	97	120	176	16
"YLR366W_mRNA"	576	97	303	176	16
"YLR367W_mRNA"	560	104	390	66	13
"YLR368W_mRNA"	1840	8	1794	38	Inf
"YLR369W_mRNA"	2244	97	1971	176	34
"YLR370C_mRNA"	792	51	534	207	25
"YLR371W_mRNA"	4341	97	4068	176	43
"YLR372W_mRNA"	1374	217	1035	122	22
"YLR373C_mRNA"	2976	97	2703	176	34
"YLR374C_mRNA"	660	97	387	176	121
"YLR375W_mRNA"	1161	37	1029	95	16
"YLR376C_mRNA"	858	34	726	98	4
"YLR377C_mRNA"	1317	97	1044	176	160
"YLR378C_mRNA"	1865	221	1440	204	7
"YLR379W_mRNA"	645	97	372	176	61
"YLR380W_mRNA"	1498	136	1224	138	Inf
"YLR381W_mRNA"	2472	97	2199	176	166
"YLR382C_mRNA"	2955	97	2682	176	46
"YLR383W_mRNA"	3615	97	3342	176	16
"YLR384C_mRNA"	4320	97	4047	176	40
"YLR385C_mRNA"	669	97	396	176	10
"YLR386W_mRNA"	2798	45	2640	113	16
"YLR387C_mRNA"	1569	97	1296	176	52
